Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
940.7,-0.41,0.58,-0.36,0.77,-0.15,0.66,-0.92,0.52,-0.29,0.69,-0.71,1.03,-0.5,0.22,-0.58,0.63,-0.26,0.7,-0.32,0.46,-0.87,0.37,-0.79,0.28,-0.6,0.54,-0.9,0.6,65.4,0
1010.0,0.11,-0.33,0.29,-0.52,0.14,-0.41,0.76,-0.63,0.28,-0.19,0.62,-0.78,0.53,-0.21,0.61,-0.54,0.25,-0.6,0.31,-0.44,0.7,-0.42,0.61,-0.29,0.55,-0.71,0.83,-0.6,3.2,0
1280.5,-0.22,0.67,-0.41,0.46,-0.1,0.58,-0.95,0.39,-0.22,0.66,-0.68,1.08,-0.59,0.17,-0.54,0.72,-0.28,0.57,-0.37,0.43,-0.82,0.34,-0.93,0.3,-0.65,0.49,-0.87,0.58,250.0,0
1499.9,0.46,-0.29,0.61,-0.57,0.19,-0.52,0.84,-0.7,0.26,-0.14,0.89,-0.83,0.6,-0.28,0.64,-0.5,0.31,-0.58,0.15,-0.46,0.75,-0.38,0.54,-0.33,0.62,-0.72,0.9,-0.61,9.99,0
0.0,0.12,-0.34,0.56,-0.21,0.98,-1.23,2.34,-0.56,0.77,-1.12,0.33,-0.45,1.11,-0.78,0.54,-0.91,1.02,-0.67,0.29,-1.45,0.88,-0.34,0.55,-0.77,0.19,-0.42,0.63,-1.05,32.5,0
12.5,-0.45,1.23,-0.67,0.34,-0.12,0.89,-0.45,1.56,-0.77,0.33,-0.54,0.22,-1.11,0.45,-0.66,1.02,-0.33,0.76,-1.22,0.55,-0.44,0.99,-0.21,0.66,-0.87,0.41,-0.58,1.22,120.0,0
46.1,0.65,-0.23,-0.55,0.88,-1.02,0.34,-0.76,0.29,1.01,-0.44,0.77,-0.88,0.33,1.12,-0.11,0.55,-0.77,0.43,-0.99,0.21,0.67,-0.56,0.34,-1.05,0.78,-0.22,0.44,-0.66,250.0,0
89.2,-0.11,0.98,-1.23,0.57,-0.44,0.76,-0.33,0.89,-0.57,0.44,-0.12,0.66,-0.78,0.22,-0.65,0.79,-0.31,0.54,-0.88,0.37,-0.54,0.88,-0.29,0.71,-0.93,0.26,-0.49,0.95,450.5,0
129.7,0.23,-0.81,0.42,-0.34,0.67,-0.49,0.91,-0.72,0.29,-0.41,0.55,-0.66,0.78,-0.58,0.21,-0.47,0.66,-0.84,0.35,-0.59,0.74,-0.31,0.4,-0.92,0.6,-0.27,0.51,-0.78,60.0,0
210.0,-0.72,0.34,-0.58,0.91,-0.15,0.63,-0.44,0.77,-0.88,0.21,-0.53,0.33,-0.99,0.44,-0.22,0.68,-0.37,0.55,-0.76,0.31,-0.49,0.92,-0.23,0.66,-0.84,0.29,-0.51,0.87,5.0,0
245.6,0.11,-0.66,0.69,-0.48,0.24,-0.81,0.33,-1.02,0.57,-0.14,0.82,-0.7,0.19,-0.51,0.46,-0.29,0.91,-0.58,0.33,-0.62,0.44,-0.74,0.55,-0.41,0.67,-0.96,0.29,-0.83,15.75,0
300.0,-0.34,0.77,-0.29,0.66,-0.88,0.41,-0.57,0.83,-0.35,0.21,-0.46,0.74,-0.29,0.57,-0.61,0.39,-0.52,0.81,-0.13,0.62,-0.34,0.55,-0.21,0.88,-0.48,0.71,-0.33,0.96,75.0,0
360.7,0.54,-0.92,0.31,-0.57,0.89,-0.21,0.44,-0.78,0.66,-0.37,0.25,-0.64,0.83,-0.52,0.68,-0.29,0.41,-0.75,0.54,-0.46,0.32,-0.63,0.76,-0.29,0.59,-0.88,0.28,-0.71,680.0,0
420.2,-0.23,0.45,-0.71,0.39,-0.26,0.92,-0.49,0.31,-0.68,0.57,-0.31,0.84,-0.44,0.21,-0.7,0.54,-0.27,0.61,-0.85,0.28,-0.62,0.73,-0.39,0.58,-0.75,0.34,-0.53,0.95,9.99,0
480.0,0.32,-0.48,0.61,-0.32,0.72,-0.64,0.28,-0.92,0.44,-0.58,0.19,-0.45,0.77,-0.39,0.53,-0.72,0.19,-0.63,0.49,-0.51,0.66,-0.28,0.7,-0.44,0.62,-0.31,0.48,-0.79,23.5,0
540.4,-0.67,0.31,-0.45,0.87,-0.29,0.61,-0.33,0.92,-0.52,0.46,-0.28,0.63,-0.76,0.37,-0.6,0.81,-0.41,0.55,-0.73,0.29,-0.5,0.86,-0.25,0.69,-0.91,0.27,-0.46,0.88,130.0,0
600.0,0.44,-0.37,0.29,-0.66,0.55,-0.78,0.36,-0.51,0.88,-0.29,0.6,-0.52,0.15,-0.63,0.71,-0.4,0.23,-0.58,0.67,-0.35,0.49,-0.77,0.31,-0.69,0.54,-0.44,0.66,-0.82,5.0,0
730.2,-0.28,0.62,-0.41,0.75,-0.24,0.87,-0.52,0.36,-0.58,0.44,-0.39,0.68,-0.49,0.22,-0.61,0.83,-0.37,0.5,-0.82,0.27,-0.52,0.79,-0.31,0.63,-0.7,0.29,-0.57,0.91,210.0,0
860.0,0.15,-0.79,0.54,-0.41,0.48,-0.71,0.24,-0.66,0.83,-0.42,0.61,-0.53,0.44,-0.56,0.29,-0.7,0.62,-0.34,0.53,-0.45,0.71,-0.26,0.58,-0.6,0.69,-0.37,0.46,-0.84,999.0,0
900.3,-0.52,0.83,-0.37,0.54,-0.41,0.71,-0.29,0.92,-0.46,0.58,-0.33,0.44,-0.68,0.31,-0.57,0.75,-0.42,0.63,-0.72,0.36,-0.5,0.81,-0.28,0.6,-0.81,0.35,-0.54,0.89,3.25,0
960.0,0.38,-0.52,0.48,-0.29,0.7,-0.63,0.41,-0.7,0.55,-0.46,0.29,-0.58,0.66,-0.4,0.61,-0.71,0.23,-0.59,0.47,-0.44,0.85,-0.37,0.39,-0.82,0.54,-0.29,0.63,-0.77,35.0,0
12.5,0.12,-0.34,1.23,-0.56,0.9,-1.2,0.45,-0.87,0.33,-0.05,0.98,-1.44,0.21,-0.66,0.77,-0.12,0.55,-0.33,1.1,-0.44,0.29,-0.78,1.02,-0.19,0.66,-0.88,0.34,-0.51,42.5,0
34.7,-0.23,0.56,-0.91,1.32,-0.44,0.77,-0.21,1.04,-0.67,0.15,-0.88,1.23,-0.34,0.66,-0.77,0.29,-0.52,1.01,-0.28,0.44,-0.97,0.36,-0.63,1.1,-0.41,0.72,-0.15,1.02,128.7,0
89.2,0.44,-0.63,0.99,-1.21,0.31,0.54,-0.88,0.23,-0.45,0.76,-0.12,0.89,-0.57,0.34,-0.91,0.42,-0.24,0.68,-0.73,0.51,-0.29,0.95,-0.41,1.15,-0.63,0.28,-0.77,0.66,210.0,0
145.6,-0.56,0.87,-1.1,0.66,-0.32,0.99,-0.44,0.58,-0.21,1.02,-0.65,0.31,-0.83,0.72,-0.29,0.44,-0.56,0.19,-0.77,0.86,-0.34,0.51,-0.92,0.28,-0.61,0.73,-0.18,0.99,5.2,0
512.3,0.23,-0.41,0.67,-0.88,0.34,-0.76,0.91,-0.12,0.48,-0.65,0.21,-0.32,0.75,-0.54,0.88,-0.31,0.46,-0.97,0.29,-0.84,0.55,-0.21,0.62,-0.49,0.77,-0.34,0.9,-0.18,523.0,0
1782.9,-1.02,0.64,-0.75,0.39,-1.2,0.28,-0.91,0.74,-0.38,0.89,-0.56,0.65,-0.41,0.72,-0.5,0.23,-0.67,0.31,-0.82,0.44,-0.29,0.81,-0.54,0.22,-0.63,0.49,-0.76,0.35,8.9,0
2100.0,0.32,-0.54,0.59,-0.67,0.21,0.88,-0.4,0.55,-0.29,0.74,-0.83,0.44,-0.36,0.69,-0.52,0.38,-0.45,0.91,-0.31,0.66,-0.17,0.57,-0.71,0.3,-0.58,0.82,-0.22,0.77,5.6,0
2560.6,-0.44,0.73,-0.68,0.55,-0.27,0.96,-0.33,0.41,-0.76,0.68,-0.14,0.57,-0.62,0.33,-0.41,0.72,-0.28,0.23,-0.85,0.51,-0.3,0.44,-0.79,0.37,-0.55,0.66,-0.25,0.88,980.12,0
2987.4,0.11,-0.27,0.42,-0.49,0.58,-0.62,0.93,-0.07,0.35,-0.88,0.62,-0.41,0.27,-0.58,0.4,-0.71,0.29,-0.34,0.76,-0.46,0.59,-0.28,0.68,-0.62,0.51,-0.37,0.84,-0.22,62.3,0
3421.7,-0.75,0.51,-0.89,0.27,-0.64,0.38,-0.97,0.62,-0.25,0.81,-0.52,0.43,-0.35,0.69,-0.48,0.54,-0.23,0.78,-0.66,0.47,-0.39,0.86,-0.57,0.29,-0.7,0.45,-0.82,0.31,15.75,0
42012.9,0.46,-0.38,0.91,-0.21,0.77,-0.63,0.29,-0.95,0.6,-0.44,0.82,-0.51,0.37,-0.74,0.52,-0.29,0.65,-0.41,0.78,-0.36,0.91,-0.25,0.54,-0.68,0.19,-0.83,0.47,-0.29,7.25,0
48000.0,-0.33,0.62,-0.55,0.71,-0.41,0.83,-0.26,0.47,-0.68,0.39,-0.91,0.55,-0.42,0.61,-0.57,0.48,-0.33,0.69,-0.52,0.34,-0.71,0.58,-0.46,0.66,-0.29,0.74,-0.19,0.92,340.4,0
92160.0,0.19,-0.71,0.47,-0.52,0.83,-0.29,0.64,-0.41,0.29,-0.72,0.51,-0.63,0.45,-0.49,0.31,-0.66,0.58,-0.27,0.73,-0.34,0.62,-0.54,0.41,-0.39,0.7,-0.21,0.95,-0.12,3.4,0
120000.0,-0.28,0.49,-0.64,0.36,-0.78,0.57,-0.33,0.66,-0.28,0.81,-0.47,0.39,-0.72,0.27,-0.61,0.44,-0.2,0.52,-0.34,0.71,-0.26,0.87,-0.53,0.36,-0.67,0.55,-0.29,0.79,15.0,1
0.0,0.15,-0.23,0.44,-0.92,0.11,-0.34,0.77,-1.22,0.5,-0.66,0.12,-0.75,0.33,-0.19,0.04,-0.28,0.66,-0.51,0.29,-0.84,0.13,-0.47,0.71,-0.36,0.05,-0.62,0.29,-0.18,42.5,0
132.5,-0.32,0.89,-1.04,0.76,-0.11,0.45,-0.78,0.33,-0.21,0.67,-0.48,0.92,-0.31,0.54,-0.07,0.28,-0.63,0.41,-0.95,0.22,-0.49,0.37,-0.66,0.18,-0.29,0.52,-0.41,0.75,128.0,0
265.0,0.61,-0.38,0.22,-0.79,0.84,-1.12,0.29,-0.54,0.47,-0.38,0.66,-0.57,0.21,-0.46,0.07,-0.28,0.53,-0.71,0.32,-0.29,0.61,-0.54,0.19,-0.43,0.29,-0.37,0.65,-0.09,210.25,0
397.5,-0.22,0.31,-0.47,0.88,-0.12,0.59,-0.66,0.44,-0.28,0.71,-0.52,0.35,-0.41,0.19,-0.08,0.27,-0.58,0.63,-0.44,0.21,-0.37,0.58,-0.72,0.14,-0.31,0.47,-0.49,0.61,89.0,0
520.0,0.28,-0.67,0.91,-0.35,0.16,-0.29,0.72,-0.88,0.34,-0.51,0.24,-0.63,0.78,-0.29,0.12,-0.41,0.66,-0.53,0.29,-0.4,0.55,-0.62,0.83,-0.27,0.19,-0.45,0.52,-0.33,15.75,0
642.5,-0.44,0.19,-0.71,0.32,-0.55,0.88,-0.21,0.57,-0.64,0.3,-0.57,0.42,-0.39,0.68,-0.22,0.11,-0.48,0.74,-0.31,0.49,-0.25,0.6,-0.64,0.28,-0.18,0.37,-0.6,0.49,350.0,0
765.0,0.55,-0.12,0.64,-0.49,0.21,-0.36,0.69,-0.87,0.42,-0.31,0.63,-0.59,0.25,-0.44,0.09,-0.33,0.72,-0.51,0.36,-0.28,0.6,-0.69,0.48,-0.37,0.22,-0.54,0.57,-0.25,75.0,0
887.5,-0.31,0.84,-0.68,0.21,-0.46,0.92,-0.29,0.53,-0.44,0.66,-0.58,0.31,-0.37,0.15,-0.09,0.28,-0.57,0.69,-0.36,0.42,-0.29,0.58,-0.72,0.25,-0.26,0.41,-0.52,0.64,12.0,0
1010.0,0.11,-0.54,0.77,-0.28,0.37,-0.41,0.63,-0.72,0.29,-0.49,0.46,-0.55,0.31,-0.23,0.07,-0.32,0.54,-0.6,0.27,-0.36,0.51,-0.63,0.7,-0.29,0.15,-0.54,0.46,-0.41,999.9,0
1132.5,-0.29,0.61,-0.83,0.29,-0.35,0.49,-0.72,0.68,-0.43,0.54,-0.59,0.39,-0.31,0.26,-0.18,0.21,-0.62,0.74,-0.28,0.36,-0.4,0.55,-0.69,0.31,-0.25,0.44,-0.58,0.52,2500.0,0
1260.0,0.66,-0.21,0.55,-0.62,0.32,-0.47,0.71,-0.89,0.39,-0.58,0.52,-0.61,0.28,-0.33,0.14,-0.27,0.63,-0.54,0.29,-0.37,0.59,-0.66,0.62,-0.31,0.2,-0.46,0.5,-0.27,75.0,0
1390.0,-0.18,0.73,-0.52,0.41,-0.29,0.65,-0.36,0.57,-0.63,0.32,-0.52,0.48,-0.38,0.21,-0.15,0.26,-0.6,0.54,-0.41,0.47,-0.34,0.62,-0.7,0.29,-0.28,0.46,-0.52,0.63,3.5,0
1520.0,0.29,-0.58,0.83,-0.42,0.19,-0.35,0.66,-0.77,0.33,-0.49,0.6,-0.6,0.27,-0.34,0.16,-0.28,0.59,-0.62,0.31,-0.37,0.52,-0.64,0.69,-0.25,0.18,-0.48,0.54,-0.32,540.0,0
1650.0,-0.27,0.65,-0.44,0.78,-0.16,0.39,-0.71,0.62,-0.37,0.57,-0.53,0.33,-0.34,0.24,-0.11,0.25,-0.53,0.68,-0.29,0.43,-0.41,0.56,-0.66,0.27,-0.22,0.5,-0.57,0.6,8.0,0
1782.5,0.47,-0.29,0.59,-0.73,0.25,-0.43,0.68,-0.81,0.41,-0.58,0.51,-0.62,0.26,-0.35,0.13,-0.26,0.6,-0.57,0.32,-0.39,0.54,-0.66,0.71,-0.28,0.17,-0.49,0.58,-0.34,125.0,0
1910.0,-0.36,0.41,-0.92,0.54,-0.21,0.71,-0.28,0.65,-0.47,0.73,-0.62,0.39,-0.36,0.22,-0.14,0.28,-0.59,0.68,-0.43,0.5,-0.37,0.57,-0.71,0.33,-0.25,0.46,-0.6,0.54,7.25,0
2040.0,0.24,-0.51,0.76,-0.28,0.32,-0.44,0.6,-0.76,0.28,-0.52,0.49,-0.58,0.3,-0.24,0.11,-0.34,0.65,-0.61,0.34,-0.41,0.56,-0.62,0.78,-0.29,0.19,-0.47,0.52,-0.36,199.99,0
2170.0,-0.52,0.29,-0.61,0.85,-0.15,0.42,-0.73,0.66,-0.39,0.58,-0.54,0.44,-0.4,0.18,-0.12,0.26,-0.57,0.71,-0.33,0.4,-0.36,0.59,-0.66,0.25,-0.27,0.46,-0.55,0.58,60.0,0
2300.0,0.31,-0.68,0.92,-0.33,0.17,-0.31,0.66,-0.85,0.37,-0.49,0.52,-0.6,0.29,-0.28,0.15,-0.27,0.58,-0.54,0.31,-0.39,0.53,-0.63,0.73,-0.3,0.18,-0.46,0.49,-0.34,2.99,0
2430.0,-0.28,0.66,-0.47,0.79,-0.12,0.41,-0.68,0.59,-0.55,0.48,-0.6,0.48,-0.35,0.22,-0.13,0.24,-0.56,0.67,-0.28,0.41,-0.39,0.55,-0.65,0.27,-0.23,0.45,-0.51,0.6,75.0,0
2560.0,0.19,-0.42,0.71,-0.29,0.18,-0.34,0.63,-0.69,0.36,-0.48,0.55,-0.56,0.27,-0.26,0.12,-0.31,0.61,-0.58,0.3,-0.37,0.52,-0.6,0.69,-0.29,0.17,-0.48,0.53,-0.33,5.0,0
2690.0,-0.35,0.58,-0.72,0.33,-0.41,0.83,-0.28,0.54,-0.62,0.29,-0.57,0.4,-0.4,0.21,-0.14,0.28,-0.6,0.63,-0.35,0.46,-0.32,0.57,-0.66,0.31,-0.27,0.48,-0.56,0.61,320.0,0
2820.0,0.27,-0.61,0.85,-0.41,0.23,-0.39,0.68,-0.87,0.39,-0.58,0.5,-0.64,0.28,-0.35,0.14,-0.26,0.6,-0.58,0.32,-0.4,0.57,-0.65,0.74,-0.3,0.21,-0.46,0.52,-0.34,120.0,0
12.5,-0.23,0.56,-1.12,0.04,0.89,-0.44,1.23,-0.78,0.15,-0.91,0.34,-0.27,0.76,-1.02,0.45,-0.33,1.11,-0.62,0.29,-0.54,0.77,-0.88,0.12,-0.39,0.64,-0.71,0.98,-0.15,42.5,0
37.8,0.12,-0.35,0.67,-0.89,0.21,-0.14,0.56,-0.77,0.33,-0.22,0.68,-0.33,0.29,-0.58,0.91,-0.48,0.15,-0.9,0.44,-0.21,0.66,-0.33,0.28,-0.57,0.72,-0.24,0.99,-0.41,120.0,0
72.3,-0.54,0.88,-0.31,0.09,-0.72,0.25,-0.61,0.44,-0.98,0.12,-0.45,0.33,-0.77,0.26,-0.33,0.61,-0.49,0.77,-0.18,0.52,-0.84,0.29,-0.66,0.41,-0.23,0.55,-0.71,0.18,5.75,0
105.6,-0.21,-0.77,0.64,-0.34,0.52,-0.11,0.29,-0.63,0.81,-0.47,0.22,-0.29,0.57,-0.85,0.13,-0.44,0.76,-0.12,0.41,-0.7,0.18,-0.55,0.37,-0.38,0.69,-0.26,0.82,-0.49,230.0,0
139.4,0.34,-0.12,0.51,-0.68,0.29,-0.34,0.77,-0.45,0.63,-0.29,0.48,-0.52,0.21,-0.64,0.57,-0.31,0.24,-0.75,0.66,-0.28,0.41,-0.39,0.49,-0.62,0.73,-0.47,0.29,-0.11,19.99,0
173.0,-0.41,0.64,-0.22,0.71,-0.15,0.88,-0.34,0.52,-0.61,0.27,-0.43,0.64,-0.21,0.58,-0.27,0.73,-0.38,0.46,-0.55,0.31,-0.72,0.51,-0.29,0.69,-0.46,0.38,-0.62,0.25,980.0,1
210.7,0.11,-0.66,0.42,-0.29,0.18,-0.51,0.65,-0.72,0.37,-0.33,0.56,-0.41,0.29,-0.72,0.21,-0.49,0.84,-0.25,0.62,-0.37,0.51,-0.33,0.28,-0.55,0.65,-0.61,0.73,-0.19,75.0,0
246.2,-0.65,0.45,-0.48,0.9,-0.21,0.33,-0.76,0.67,-0.14,0.58,-0.27,0.44,-0.72,0.3,-0.11,0.81,-0.49,0.25,-0.63,0.54,-0.29,0.71,-0.41,0.33,-0.58,0.47,-0.23,0.72,540.0,0
289.9,0.23,-0.48,0.61,-0.23,0.34,-0.29,0.51,-0.62,0.48,-0.41,0.33,-0.28,0.66,-0.55,0.49,-0.37,0.72,-0.29,0.15,-0.46,0.58,-0.36,0.25,-0.54,0.69,-0.32,0.84,-0.21,9.99,0
321.5,-0.27,0.39,-0.55,0.21,-0.63,0.19,-0.41,0.62,-0.75,0.33,-0.52,0.27,-0.44,0.61,-0.28,0.34,-0.73,0.29,-0.51,0.62,-0.27,0.49,-0.38,0.57,-0.66,0.41,-0.48,0.23,310.0,0
362.1,0.49,-0.24,0.36,-0.57,0.22,-0.48,0.27,-0.69,0.55,-0.23,0.64,-0.41,0.18,-0.37,0.42,-0.52,0.33,-0.61,0.29,-0.73,0.44,-0.28,0.51,-0.39,0.66,-0.25,0.91,-0.37,65.0,0
402.7,-0.38,0.71,-0.29,0.44,-0.62,0.17,-0.5,0.63,-0.41,0.56,-0.31,0.48,-0.66,0.24,-0.52,0.29,-0.74,0.33,-0.58,0.41,-0.27,0.72,-0.46,0.39,-0.71,0.28,-0.54,0.61,7.5,0
444.2,0.28,-0.67,0.19,-0.73,0.44,-0.31,0.55,-0.48,0.71,-0.25,0.49,-0.37,0.66,-0.53,0.21,-0.48,0.89,-0.42,0.33,-0.61,0.52,-0.39,0.27,-0.55,0.71,-0.43,0.62,-0.29,55.0,0
487.9,-0.62,0.57,-0.44,0.38,-0.29,0.76,-0.31,0.54,-0.63,0.41,-0.49,0.32,-0.58,0.27,-0.63,0.41,-0.29,0.72,-0.41,0.58,-0.33,0.79,-0.22,0.48,-0.69,0.37,-0.55,0.68,260.0,0
532.3,0.19,-0.54,0.48,-0.41,0.27,-0.26,0.63,-0.52,0.69,-0.31,0.42,-0.39,0.58,-0.46,0.35,-0.51,0.77,-0.23,0.31,-0.44,0.59,-0.37,0.46,-0.52,0.68,-0.29,0.81,-0.18,15.99,0
581.7,-0.33,0.62,-0.27,0.71,-0.49,0.35,-0.58,0.49,-0.72,0.26,-0.63,0.37,-0.74,0.22,-0.32,0.55,-0.41,0.6,-0.27,0.47,-0.52,0.33,-0.29,0.61,-0.48,0.5,-0.66,0.24,8.5,0
629.4,0.45,-0.33,0.27,-0.66,0.52,-0.41,0.34,-0.57,0.49,-0.62,0.37,-0.48,0.63,-0.29,0.64,-0.49,0.21,-0.53,0.58,-0.36,0.47,-0.41,0.39,-0.31,0.72,-0.28,0.69,-0.22,140.0,0
0.0,0.12,-0.45,0.33,-0.78,1.22,-0.11,0.55,-0.92,0.28,-0.15,0.67,-0.34,0.99,-0.45,0.21,-0.78,0.33,-0.56,0.41,-0.29,0.62,-0.17,0.48,-0.72,0.11,-0.39,0.25,-0.68,42.5,0
120.0,-0.34,0.77,-0.12,0.56,-1.08,0.44,-0.23,0.91,-0.66,0.33,-0.49,0.21,-0.75,0.62,-0.28,0.49,-0.33,0.77,-0.46,0.18,-0.59,0.27,-0.81,0.35,-0.14,0.6,-0.29,0.82,120.0,0
240.0,0.25,-0.66,0.44,-0.21,0.97,-0.34,0.18,-0.77,0.61,-0.29,0.52,-0.41,0.73,-0.58,0.31,-0.47,0.66,-0.22,0.54,-0.35,0.48,-0.16,0.7,-0.29,0.12,-0.64,0.28,-0.51,230.75,0
360.0,-0.11,0.44,-0.55,0.22,-0.89,0.35,-0.16,0.6,-0.48,0.29,-0.37,0.5,-0.66,0.72,-0.29,0.41,-0.53,0.33,-0.61,0.27,-0.49,0.15,-0.71,0.38,-0.18,0.57,-0.25,0.66,7.85,0
480.0,0.48,-0.14,0.66,-0.52,0.22,-0.77,0.29,-0.63,0.47,-0.21,0.58,-0.4,0.72,-0.35,0.19,-0.68,0.54,-0.29,0.6,-0.41,0.33,-0.53,0.64,-0.27,0.15,-0.62,0.27,-0.73,15.0,0
600.0,-0.29,0.61,-0.37,0.83,-0.12,0.49,-0.29,0.24,-0.66,0.37,-0.52,0.28,-0.74,0.44,-0.33,0.58,-0.41,0.26,-0.59,0.32,-0.48,0.21,-0.7,0.29,-0.17,0.55,-0.26,0.68,60.0,0
720.0,0.15,-0.51,0.39,-0.28,0.84,-0.45,0.27,-0.72,0.59,-0.23,0.45,-0.4,0.66,-0.57,0.24,-0.46,0.61,-0.31,0.52,-0.29,0.47,-0.19,0.69,-0.25,0.13,-0.58,0.29,-0.64,300.0,0
840.0,-0.41,0.73,-0.28,0.49,-1.04,0.36,-0.25,0.88,-0.62,0.31,-0.46,0.54,-0.71,0.66,-0.3,0.43,-0.52,0.27,-0.58,0.25,-0.55,0.18,-0.74,0.35,-0.2,0.59,-0.28,0.72,8.25,0
960.0,0.26,-0.69,0.41,-0.19,0.96,-0.33,0.19,-0.85,0.63,-0.28,0.52,-0.38,0.7,-0.55,0.3,-0.48,0.65,-0.23,0.56,-0.37,0.49,-0.15,0.72,-0.29,0.14,-0.6,0.27,-0.71,9.99,0
1080.0,-0.23,0.68,-0.41,0.34,-0.97,0.42,-0.18,0.65,-0.54,0.29,-0.47,0.44,-0.7,0.6,-0.31,0.5,-0.44,0.39,-0.65,0.21,-0.53,0.17,-0.69,0.37,-0.15,0.58,-0.29,0.64,76.5,0
1260.0,0.39,-0.58,0.55,-0.46,0.25,-0.81,0.31,-0.7,0.5,-0.22,0.6,-0.42,0.68,-0.57,0.25,-0.49,0.63,-0.28,0.54,-0.34,0.46,-0.16,0.71,-0.27,0.13,-0.61,0.28,-0.66,5.5,0
1440.0,-0.12,0.45,-0.57,0.21,-0.88,0.37,-0.14,0.59,-0.41,0.3,-0.39,0.52,-0.65,0.57,-0.26,0.42,-0.51,0.28,-0.56,0.32,-0.44,0.19,-0.72,0.31,-0.12,0.6,-0.26,0.68,199.99,0
1560.0,0.27,-0.65,0.46,-0.23,0.89,-0.38,0.2,-0.74,0.58,-0.25,0.53,-0.39,0.66,-0.58,0.29,-0.47,0.6,-0.24,0.52,-0.36,0.45,-0.16,0.69,-0.3,0.14,-0.61,0.24,-0.7,12.3,0
1680.0,-0.33,0.7,-0.29,0.47,-1.02,0.33,-0.22,0.86,-0.59,0.34,-0.44,0.5,-0.73,0.63,-0.31,0.41,-0.55,0.28,-0.6,0.26,-0.49,0.2,-0.68,0.34,-0.18,0.57,-0.28,0.72,55.0,0
1800.0,0.15,-0.62,0.38,-0.27,0.83,-0.46,0.28,-0.71,0.6,-0.24,0.46,-0.41,0.65,-0.53,0.27,-0.49,0.63,-0.29,0.51,-0.36,0.43,-0.18,0.7,-0.26,0.16,-0.59,0.26,-0.67,0.99,0
1920.0,-0.28,0.6,-0.46,0.42,-0.96,0.44,-0.21,0.7,-0.56,0.31,-0.42,0.48,-0.68,0.63,-0.29,0.39,-0.54,0.27,-0.57,0.23,-0.49,0.19,-0.73,0.32,-0.14,0.59,-0.28,0.69,75.0,0
2040.0,0.46,-0.52,0.57,-0.35,0.18,-0.8,0.32,-0.69,0.52,-0.2,0.6,-0.45,0.72,-0.6,0.28,-0.48,0.66,-0.26,0.55,-0.37,0.49,-0.14,0.71,-0.28,0.15,-0.63,0.25,-0.7,2.5,0
0.0,0.12,-0.34,0.76,-1.23,0.04,0.99,-0.45,0.11,-0.67,1.23,-0.88,0.55,-1.02,0.32,-0.29,0.77,-0.41,0.66,-0.15,0.9,-0.58,0.33,-0.72,0.19,-0.04,0.51,-0.97,0.28,42.5,0
3600.0,0.34,-0.12,0.55,-0.68,-0.01,1.15,-0.23,0.62,-0.49,0.97,-0.71,0.29,-0.88,0.41,-0.35,0.66,-0.52,0.58,-0.28,0.76,-0.46,0.21,-0.63,0.14,-0.09,0.44,-0.86,0.31,120.0,0
7200.0,-0.21,0.48,-0.54,0.33,0.07,-0.92,0.28,-0.75,0.41,-0.56,0.63,-0.29,0.84,-0.47,0.29,-0.61,0.53,-0.38,0.72,-0.21,0.49,-0.33,0.66,-0.14,0.08,-0.53,0.95,-0.27,8.75,0
10800.0,0.11,-0.49,0.29,0.68,-0.03,0.97,-0.36,0.44,-0.81,0.22,-0.57,0.31,-0.72,0.25,-0.46,0.84,-0.53,0.59,-0.31,0.68,-0.44,0.28,-0.61,0.12,-0.07,0.46,-0.9,0.29,320.0,0
14400.0,-0.32,0.27,-0.41,0.55,0.08,-1.04,0.32,-0.62,0.75,-0.49,0.66,-0.28,0.81,-0.33,0.52,-0.59,0.45,-0.47,0.69,-0.22,0.54,-0.36,0.71,-0.15,0.11,-0.48,0.92,-0.26,15.0,0
18000.0,0.29,-0.18,0.61,-0.74,0.12,-0.97,0.27,0.53,-0.62,0.81,-0.74,0.35,-0.89,0.47,-0.29,0.72,-0.41,0.66,-0.25,0.59,-0.37,0.24,-0.58,0.13,-0.06,0.51,-0.85,0.28,75.0,0
21600.0,-0.15,0.42,-0.63,0.19,-0.04,0.89,-0.28,0.6,-0.71,0.33,-0.49,0.27,-0.77,0.22,-0.36,0.63,-0.54,0.52,-0.29,0.71,-0.42,0.19,-0.6,0.16,-0.08,0.42,-0.92,0.3,6.5,0
25200.0,0.08,-0.23,0.54,-0.61,0.07,-0.88,0.31,-0.54,0.66,-0.42,0.58,-0.25,0.79,-0.31,0.49,-0.57,0.46,-0.44,0.64,-0.26,0.5,-0.37,0.68,-0.18,0.1,-0.51,0.9,-0.25,210.0,0
28800.0,-0.27,0.33,-0.48,0.46,0.05,-1.11,0.29,-0.67,0.72,-0.53,0.61,-0.29,0.83,-0.38,0.54,-0.62,0.49,-0.52,0.7,-0.24,0.57,-0.35,0.66,-0.17,0.12,-0.49,0.88,-0.28,2.5,0
